Date,City,Temperature_C,Humidity_%,Wind_Speed_km_h,Precipitation_mm,Condition
2025-06-27,Jeddah,11.9,79,21.1,0.0,Windy
2025-06-27,Dammam,26.9,78,18.0,5.51,Partly Cloudy
2025-06-27,Dubai,28.8,83,26.3,6.85,Foggy
2025-06-27,Doha,17.2,36,5.3,0.0,Windy
2025-06-27,Cairo,38.0,32,33.8,2.69,Cloudy
2025-06-27,London,30.6,81,3.2,2.92,Rainy
2025-06-27,New York,22.5,33,8.7,0.0,Foggy
2025-06-27,Tokyo,20.2,91,7.9,2.98,Partly Cloudy
2025-06-27,Paris,33.3,67,38.7,9.12,Windy
2025-06-27,Sydney,28.8,87,17.1,0.0,Sunny
2025-06-27,Toronto,22.7,58,32.2,4.37,Rainy
2025-06-27,Berlin,41.5,73,22.0,0.0,Windy
2025-06-27,Mumbai,7.2,62,34.6,0.0,Sunny
2025-06-27,Singapore,22.6,39,3.8,0.0,Cloudy
2025-06-28,Riyadh,43.9,71,34.2,4.86,Foggy
2025-06-28,Jeddah,11.5,94,24.1,7.42,Stormy
2025-06-28,Dammam,38.4,46,14.8,5.26,Windy
2025-06-28,Dubai,39.2,88,37.8,5.18,Cloudy
2025-06-28,Doha,10.9,21,19.0,9.45,Cloudy
2025-06-28,Cairo,26.6,54,13.3,9.58,Foggy
2025-06-28,London,30.6,39,34.5,0.0,Sunny
2025-06-28,New York,11.9,24,37.5,3.22,Cloudy
2025-06-28,Tokyo,25.4,59,8.1,0.84,Stormy
2025-06-28,Paris,19.2,90,28.7,0.0,Sunny
2025-06-28,Sydney,40.1,63,4.0,0.36,Windy
2025-06-28,Toronto,43.7,63,4.1,2.32,Foggy
2025-06-28,Berlin,22.2,50,3.1,0.0,Rainy
2025-06-28,Mumbai,10.0,66,5.2,5.38,Partly Cloudy
2025-06-28,Singapore,17.4,88,22.2,0.0,Sunny
2025-06-29,Riyadh,37.3,39,28.2,11.92,Windy
2025-06-29,Jeddah,28.6,40,36.1,0.0,Foggy
2025-06-29,Dammam,22.4,70,22.1,0.0,Stormy
2025-06-29,Dubai,14.1,46,11.7,0.63,Partly Cloudy
2025-06-29,Doha,18.1,86,14.3,0.0,Sunny
2025-06-29,Cairo,32.4,90,30.7,0.0,Rainy
2025-06-29,London,20.6,44,28.4,0.76,Windy
2025-06-29,New York,45.0,39,11.1,0.93,Windy
2025-06-29,Tokyo,37.1,85,5.2,8.38,Sunny
2025-06-29,Paris,29.8,80,14.2,6.36,Foggy
2025-06-29,Sydney,31.3,92,3.9,6.35,Rainy
2025-06-29,Toronto,16.2,78,15.7,0.0,Partly Cloudy
2025-06-29,Berlin,14.0,32,9.5,0.0,Cloudy
2025-06-29,Mumbai,40.1,45,5.6,1.71,Partly Cloudy
2025-06-29,Singapore,7.9,39,19.3,2.62,Sunny
2025-06-30,Riyadh,29.2,45,38.3,0.0,Rainy
2025-06-30,Jeddah,13.7,94,11.6,0.0,Rainy
2025-06-30,Dammam,33.5,70,28.5,2.83,Rainy
2025-06-30,Dubai,24.5,40,36.2,9.16,Sunny
2025-06-30,Doha,43.6,70,12.6,0.0,Stormy
2025-06-30,Cairo,30.8,38,16.7,0.0,Foggy
2025-06-30,London,25.0,60,16.3,1.13,Sunny
2025-06-30,New York,30.1,57,9.5,4.37,Partly Cloudy
2025-06-30,Tokyo,27.5,76,9.8,2.86,Stormy
2025-06-30,Paris,33.4,55,17.6,0.24,Sunny
2025-06-30,Sydney,34.3,78,15.4,3.38,Partly Cloudy
2025-06-30,Toronto,39.3,35,19.1,1.19,Partly Cloudy
2025-06-30,Berlin,37.6,40,2.0,0.0,Windy
2025-06-30,Mumbai,14.8,51,20.3,0.0,Foggy
2025-06-30,Singapore,6.4,76,25.3,2.86,Partly Cloudy
2025-07-01,Riyadh,32.6,35,18.6,0.71,Windy
2025-07-01,Jeddah,21.6,94,20.2,5.37,Partly Cloudy
2025-07-01,Dammam,37.6,66,8.4,0.43,Partly Cloudy
2025-07-01,Dubai,41.2,34,15.7,0.62,Partly Cloudy
2025-07-01,Doha,17.8,73,10.9,8.33,Windy
2025-07-01,Cairo,20.0,82,32.9,0.0,Partly Cloudy
2025-07-01,London,31.0,88,0.5,2.21,Sunny
2025-07-01,New York,35.8,91,11.4,0.0,Rainy
2025-07-01,Tokyo,13.2,32,24.5,0.0,Partly Cloudy
2025-07-01,Paris,8.4,73,2.5,0.0,Windy
2025-07-01,Sydney,25.1,92,30.8,0.0,Partly Cloudy
2025-07-01,Toronto,13.8,65,25.6,3.7,Cloudy
2025-07-01,Berlin,43.5,80,2.5,0.0,Windy
2025-07-01,Mumbai,40.2,68,32.0,6.49,Partly Cloudy
2025-07-01,Singapore,27.4,21,30.7,0.0,Stormy
2025-07-02,Riyadh,8.0,77,18.3,11.25,Foggy
2025-07-02,Jeddah,37.9,73,11.5,0.42,Windy
2025-07-02,Dammam,25.3,41,21.4,5.69,Windy
2025-07-02,Dubai,18.4,58,1.0,0.75,Foggy
2025-07-02,Doha,10.7,89,39.2,8.28,Windy
2025-07-02,Cairo,17.8,44,25.9,10.97,Cloudy
2025-07-02,London,25.0,53,7.9,0.0,Partly Cloudy
2025-07-02,New York,39.8,23,25.0,4.51,Windy
2025-07-02,Tokyo,42.9,49,21.1,2.28,Partly Cloudy
2025-07-02,Paris,20.9,52,36.5,1.13,Sunny
2025-07-02,Sydney,43.7,49,31.6,5.28,Sunny
2025-07-02,Toronto,27.5,93,11.6,8.78,Partly Cloudy
2025-07-02,Berlin,25.8,87,8.7,2.59,Rainy
2025-07-02,Mumbai,34.3,34,18.5,3.38,Stormy
2025-07-02,Singapore,19.0,75,24.9,10.96,Cloudy
2025-07-03,Riyadh,19.2,25,20.1,7.57,Foggy
2025-07-03,Jeddah,28.7,23,3.8,9.38,Rainy
2025-07-03,Dammam,42.8,34,4.7,8.02,Rainy
2025-07-03,Dubai,27.4,61,21.0,0.0,Rainy
2025-07-03,Doha,42.1,93,39.5,0.0,Rainy
2025-07-03,Cairo,36.5,20,27.1,1.32,Foggy
2025-07-03,London,26.9,89,36.6,0.4,Stormy
2025-07-03,New York,5.9,72,6.1,7.09,Partly Cloudy
2025-07-03,Tokyo,14.3,80,21.3,0.0,Windy
2025-07-03,Paris,31.7,74,6.1,0.0,Partly Cloudy
2025-07-03,Sydney,44.5,79,17.7,0.0,Rainy
2025-07-03,Toronto,37.8,77,19.2,0.0,Sunny
2025-07-03,Berlin,23.2,44,17.0,0.0,Stormy
2025-07-03,Mumbai,34.6,33,24.9,3.15,Rainy
2025-07-03,Singapore,16.6,21,30.0,4.12,Cloudy
2025-07-04,Riyadh,30.1,24,8.9,10.97,Stormy
2025-07-04,Jeddah,32.9,22,36.6,2.67,Partly Cloudy
2025-07-04,Dammam,8.8,24,23.3,0.0,Rainy
2025-07-04,Dubai,14.2,50,12.4,0.0,Stormy
2025-07-04,Doha,41.1,23,9.7,7.72,Stormy
2025-07-04,Cairo,9.0,26,38.0,0.0,Sunny
2025-07-04,London,14.5,65,4.2,3.23,Foggy
2025-07-04,New York,28.8,22,2.8,3.18,Windy
2025-07-04,Tokyo,30.7,69,38.3,0.0,Stormy
2025-07-04,Paris,6.7,25,24.9,0.0,Foggy
2025-07-04,Sydney,21.7,45,15.3,1.73,Partly Cloudy
2025-07-04,Toronto,25.4,56,1.8,0.32,Foggy
2025-07-04,Berlin,13.2,81,33.5,7.95,Cloudy
2025-07-04,Mumbai,27.6,53,3.1,0.37,Rainy
2025-07-04,Singapore,42.5,62,1.9,7.07,Sunny
2025-07-05,Riyadh,6.9,71,21.6,0.42,Cloudy
2025-07-05,Jeddah,19.8,52,30.9,6.25,Rainy
2025-07-05,Dammam,10.4,88,39.2,0.0,Rainy
2025-07-05,Dubai,23.3,40,29.6,1.02,Rainy
2025-07-05,Doha,24.0,61,1.5,1.87,Cloudy
2025-07-05,Cairo,37.1,64,12.5,3.89,Stormy
2025-07-05,London,20.0,93,13.9,4.12,Foggy
2025-07-05,New York,17.1,72,31.7,0.0,Stormy
2025-07-05,Tokyo,10.3,92,31.2,4.02,Cloudy
2025-07-05,Paris,38.7,27,26.9,2.23,Cloudy
2025-07-05,Sydney,10.3,26,22.6,4.53,Stormy
2025-07-05,Toronto,38.7,74,31.1,8.77,Sunny
2025-07-05,Berlin,38.8,77,2.7,0.0,Partly Cloudy
2025-07-05,Mumbai,23.9,30,20.3,0.0,Windy
2025-07-05,Singapore,11.9,72,7.5,0.0,Stormy
2025-07-06,Riyadh,34.4,71,39.1,3.28,Windy
2025-07-06,Jeddah,21.7,60,23.8,0.0,Stormy
2025-07-06,Dammam,20.2,68,32.2,0.0,Cloudy
2025-07-06,Dubai,32.8,42,32.5,7.0,Rainy
2025-07-06,Doha,27.5,75,27.5,12.23,Foggy
2025-07-06,Cairo,30.1,76,35.2,0.0,Sunny
2025-07-06,London,34.5,84,23.5,0.0,Cloudy
2025-07-06,New York,31.3,84,9.2,0.0,Windy
2025-07-06,Tokyo,25.7,48,30.1,0.0,Cloudy
2025-07-06,Paris,8.3,95,9.7,8.39,Sunny
2025-07-06,Sydney,16.3,55,31.4,9.26,Foggy
2025-07-06,Toronto,44.8,34,2.4,1.55,Stormy
2025-07-06,Berlin,7.3,44,37.0,1.95,Windy
2025-07-06,Mumbai,6.9,58,4.8,0.0,Partly Cloudy
2025-07-06,Singapore,19.5,40,35.7,6.38,Partly Cloudy
2025-07-07,Riyadh,9.7,53,34.5,0.0,Sunny
2025-07-07,Jeddah,43.5,80,8.1,0.0,Windy
2025-07-07,Dammam,7.4,87,0.2,12.29,Stormy
2025-07-07,Dubai,19.4,78,29.9,0.0,Windy
2025-07-07,Doha,19.8,21,20.1,0.0,Cloudy
2025-07-07,Cairo,18.9,45,9.0,0.0,Windy
2025-07-07,London,33.0,74,30.8,5.92,Windy
2025-07-07,New York,26.9,73,10.0,0.44,Foggy
2025-07-07,Tokyo,11.8,84,12.4,1.33,Rainy
2025-07-07,Paris,40.1,92,10.6,0.0,Cloudy
2025-07-07,Sydney,5.4,77,32.2,9.46,Windy
2025-07-07,Toronto,14.6,33,18.9,0.0,Foggy
2025-07-07,Berlin,12.0,74,35.7,12.33,Partly Cloudy
2025-07-07,Mumbai,38.1,46,38.5,5.48,Cloudy
2025-07-07,Singapore,15.2,40,15.0,1.84,Rainy
2025-07-08,Riyadh,12.9,31,36.3,5.31,Partly Cloudy
2025-07-08,Jeddah,37.8,25,10.8,10.22,Stormy
2025-07-08,Dammam,21.2,59,30.6,2.73,Partly Cloudy
2025-07-08,Dubai,5.8,58,26.2,7.68,Foggy
2025-07-08,Doha,31.9,29,25.4,6.97,Rainy
2025-07-08,Cairo,36.6,29,34.9,1.89,Sunny
2025-07-08,London,20.1,56,34.0,0.0,Rainy
2025-07-08,New York,8.2,84,4.3,0.0,Windy
2025-07-08,Tokyo,40.2,30,34.1,14.44,Rainy
2025-07-08,Paris,26.1,26,35.2,3.33,Sunny
2025-07-08,Sydney,37.5,44,28.8,2.57,Sunny
2025-07-08,Toronto,44.9,90,20.1,0.88,Windy
2025-07-08,Berlin,44.1,77,30.7,0.49,Windy
2025-07-08,Mumbai,24.5,60,24.2,0.0,Partly Cloudy
2025-07-08,Singapore,14.6,90,23.1,3.92,Foggy
2025-07-09,Riyadh,10.2,71,27.6,2.53,Rainy
2025-07-09,Jeddah,12.8,68,27.6,1.22,Partly Cloudy
2025-07-09,Dammam,26.6,70,36.7,9.48,Windy
2025-07-09,Dubai,16.3,91,17.9,2.39,Partly Cloudy
2025-07-09,Doha,26.2,69,19.7,2.71,Windy
2025-07-09,Cairo,24.5,35,19.8,17.6,Cloudy
2025-07-09,London,19.3,22,10.2,3.41,Cloudy
2025-07-09,New York,11.4,77,35.7,5.5,Partly Cloudy
2025-07-09,Tokyo,19.2,72,21.6,3.59,Partly Cloudy
2025-07-09,Paris,25.8,77,0.1,5.59,Stormy
2025-07-09,Sydney,35.6,41,5.8,6.17,Rainy
2025-07-09,Toronto,26.8,79,4.9,0.0,Windy
2025-07-09,Berlin,44.6,83,7.5,0.0,Foggy
2025-07-09,Mumbai,42.2,42,7.1,1.43,Foggy
2025-07-09,Singapore,40.1,85,23.0,0.0,Stormy
2025-07-10,Riyadh,32.8,40,12.7,0.0,Rainy
2025-07-10,Jeddah,44.0,64,28.7,7.72,Windy
2025-07-10,Dammam,39.9,46,6.6,0.0,Partly Cloudy
2025-07-10,Dubai,28.5,49,31.8,0.0,Sunny
2025-07-10,Doha,15.6,72,36.2,0.0,Stormy
2025-07-10,Cairo,19.3,40,28.1,1.13,Cloudy
2025-07-10,London,15.3,49,0.3,0.0,Windy
2025-07-10,New York,17.7,26,30.4,2.68,Windy
2025-07-10,Tokyo,5.8,23,7.3,0.0,Sunny
2025-07-10,Paris,19.6,45,26.8,0.0,Sunny
2025-07-10,Sydney,36.0,39,19.1,0.0,Stormy
2025-07-10,Toronto,35.6,39,5.6,2.01,Stormy
2025-07-10,Berlin,30.0,25,32.4,0.0,Partly Cloudy
2025-07-10,Mumbai,43.6,92,25.0,0.0,Windy
2025-07-10,Singapore,20.8,46,1.0,1.4,Cloudy
2025-07-11,Riyadh,12.1,52,38.7,4.47,Stormy
2025-07-11,Jeddah,7.9,23,27.1,4.24,Stormy
2025-07-11,Dammam,31.9,32,29.3,0.0,Cloudy
2025-07-11,Dubai,15.2,52,31.2,1.63,Partly Cloudy
2025-07-11,Doha,42.6,55,17.2,6.03,Foggy
2025-07-11,Cairo,6.8,57,33.9,6.92,Cloudy
2025-07-11,London,37.3,32,34.0,6.78,Foggy
2025-07-11,New York,13.6,81,28.4,0.0,Partly Cloudy
2025-07-11,Tokyo,5.6,34,35.7,0.0,Cloudy
2025-07-11,Paris,25.9,52,16.3,0.0,Stormy
2025-07-11,Sydney,33.4,20,22.8,0.0,Partly Cloudy
2025-07-11,Toronto,10.3,20,38.7,0.63,Stormy
2025-07-11,Berlin,33.9,63,23.0,0.0,Windy
2025-07-11,Mumbai,11.8,47,26.2,8.48,Stormy
2025-07-11,Singapore,19.8,59,33.8,4.61,Stormy
2025-07-12,Riyadh,5.8,51,34.4,0.0,Foggy
2025-07-12,Jeddah,31.4,60,20.2,7.06,Foggy
2025-07-12,Dammam,42.4,86,25.3,7.37,Windy
2025-07-12,Dubai,16.9,46,23.2,4.11,Partly Cloudy
2025-07-12,Doha,39.2,37,37.3,1.23,Windy
2025-07-12,Cairo,9.7,65,39.4,9.23,Cloudy
2025-07-12,London,33.9,82,22.9,5.58,Stormy
2025-07-12,New York,33.2,81,26.8,0.0,Sunny
2025-07-12,Tokyo,11.2,73,18.9,0.0,Rainy
2025-07-12,Paris,40.7,62,26.9,0.0,Sunny
2025-07-12,Sydney,40.6,42,39.5,6.53,Rainy
2025-07-12,Toronto,15.3,26,13.0,9.5,Partly Cloudy
2025-07-12,Berlin,32.1,70,0.7,0.44,Rainy
2025-07-12,Mumbai,16.4,92,38.5,2.18,Cloudy
2025-07-12,Singapore,26.2,91,22.7,0.0,Rainy
2025-07-13,Riyadh,30.7,93,11.9,0.0,Rainy
2025-07-13,Jeddah,37.3,77,0.6,4.93,Sunny
2025-07-13,Dammam,32.7,53,5.8,0.0,Windy
2025-07-13,Dubai,11.7,76,10.3,8.11,Windy
2025-07-13,Doha,41.7,28,21.8,7.23,Partly Cloudy
2025-07-13,Cairo,25.2,27,18.3,5.46,Stormy
2025-07-13,London,6.8,93,28.7,0.0,Windy
2025-07-13,New York,5.3,22,16.8,2.01,Stormy
2025-07-13,Tokyo,34.7,30,13.0,7.95,Foggy
2025-07-13,Paris,31.1,20,35.6,0.31,Rainy
2025-07-13,Sydney,24.6,31,39.4,5.76,Partly Cloudy
2025-07-13,Toronto,20.7,82,17.4,4.18,Partly Cloudy
2025-07-13,Berlin,25.9,27,22.3,0.0,Windy
2025-07-13,Mumbai,20.8,42,14.7,4.06,Partly Cloudy
2025-07-13,Singapore,41.0,56,8.6,2.09,Rainy
2025-07-14,Riyadh,34.8,80,38.3,10.96,Cloudy
2025-07-14,Jeddah,6.2,81,21.0,3.63,Stormy
2025-07-14,Dammam,17.2,94,18.0,0.0,Rainy
2025-07-14,Dubai,29.2,54,21.0,7.33,Cloudy
2025-07-14,Doha,11.9,55,8.2,0.0,Partly Cloudy
2025-07-14,Cairo,27.7,56,18.5,3.95,Rainy
2025-07-14,London,8.5,31,16.0,0.0,Cloudy
2025-07-14,New York,18.1,83,25.0,0.0,Sunny
2025-07-14,Tokyo,43.9,69,27.5,6.49,Foggy
2025-07-14,Paris,14.9,35,10.0,0.0,Sunny
2025-07-14,Sydney,28.5,44,27.3,0.0,Rainy
2025-07-14,Toronto,42.3,27,25.9,10.57,Rainy
2025-07-14,Berlin,37.0,41,12.7,0.0,Rainy
2025-07-14,Mumbai,8.8,90,16.7,12.19,Stormy
2025-07-14,Singapore,26.4,86,26.0,9.15,Rainy
2025-07-15,Riyadh,24.1,72,29.8,0.0,Stormy
2025-07-15,Jeddah,37.7,55,34.8,9.05,Sunny
2025-07-15,Dammam,32.5,27,23.8,0.0,Foggy
2025-07-15,Dubai,8.6,37,35.5,3.56,Rainy
2025-07-15,Doha,5.4,65,8.7,4.63,Windy
2025-07-15,Cairo,10.3,27,18.7,1.91,Sunny
2025-07-15,London,10.4,93,8.4,5.83,Stormy
2025-07-15,New York,35.7,86,8.1,3.25,Partly Cloudy
2025-07-15,Tokyo,38.0,78,25.9,7.46,Cloudy
2025-07-15,Paris,9.7,36,26.4,7.26,Foggy
2025-07-15,Sydney,12.4,55,30.1,0.0,Sunny
2025-07-15,Toronto,6.2,68,36.3,0.0,Foggy
2025-07-15,Berlin,15.4,86,2.7,3.38,Partly Cloudy
2025-07-15,Mumbai,8.2,62,24.6,7.02,Stormy
2025-07-15,Singapore,18.4,61,29.6,5.92,Cloudy
2025-07-16,Riyadh,44.4,69,12.7,4.94,Sunny
2025-07-16,Jeddah,41.6,47,6.5,0.14,Sunny
2025-07-16,Dammam,21.8,76,0.8,7.35,Cloudy
2025-07-16,Dubai,30.2,79,27.7,7.54,Partly Cloudy
2025-07-16,Doha,41.8,56,7.8,0.0,Rainy
2025-07-16,Cairo,38.0,54,37.8,8.09,Cloudy
2025-07-16,London,11.7,82,28.9,0.0,Cloudy
2025-07-16,New York,19.9,54,28.0,0.0,Sunny
2025-07-16,Tokyo,31.5,66,18.8,6.95,Cloudy
2025-07-16,Paris,30.4,45,19.0,0.0,Partly Cloudy
2025-07-16,Sydney,26.1,28,28.2,0.0,Sunny
2025-07-16,Toronto,26.1,89,19.3,0.0,Windy
2025-07-16,Berlin,44.5,54,37.5,7.22,Rainy
2025-07-16,Mumbai,5.5,92,29.6,0.0,Partly Cloudy
2025-07-16,Singapore,43.0,27,11.1,0.0,Sunny
2025-07-17,Riyadh,44.2,54,10.6,2.56,Partly Cloudy
2025-07-17,Jeddah,21.9,37,34.8,0.0,Stormy
2025-07-17,Dammam,31.9,55,35.4,4.51,Sunny
2025-07-17,Dubai,39.8,91,2.6,0.0,Foggy
2025-07-17,Doha,9.9,82,31.0,0.0,Sunny
2025-07-17,Cairo,38.9,32,11.5,2.25,Cloudy
2025-07-17,London,42.3,92,8.1,0.0,Cloudy
2025-07-17,New York,21.2,39,0.2,0.0,Windy
2025-07-17,Tokyo,44.0,80,11.0,0.0,Sunny
2025-07-17,Paris,37.6,35,6.3,9.3,Stormy
2025-07-17,Sydney,40.0,56,26.0,0.0,Partly Cloudy
2025-07-17,Toronto,23.9,44,20.9,0.55,Foggy
2025-07-17,Berlin,13.3,85,36.9,8.53,Foggy
2025-07-17,Mumbai,14.2,56,21.1,4.79,Cloudy
2025-07-17,Singapore,23.0,43,35.4,0.0,Stormy
2025-07-18,Riyadh,18.3,58,25.0,4.87,Windy
2025-07-18,Jeddah,34.3,58,27.8,2.1,Partly Cloudy
2025-07-18,Dammam,11.5,68,36.9,5.14,Rainy
2025-07-18,Dubai,22.0,41,25.9,2.16,Stormy
2025-07-18,Doha,5.0,54,26.8,6.11,Stormy
2025-07-18,Cairo,39.9,69,32.4,0.0,Windy
2025-07-18,London,18.8,41,13.6,0.0,Stormy
2025-07-18,New York,38.9,90,33.8,7.92,Rainy
2025-07-18,Tokyo,22.6,25,17.7,0.84,Stormy
2025-07-18,Paris,24.0,41,30.6,0.0,Sunny
2025-07-18,Sydney,19.7,30,19.5,0.0,Stormy
2025-07-18,Toronto,16.2,46,32.0,1.51,Foggy
2025-07-18,Berlin,15.5,23,25.3,11.75,Windy
2025-07-18,Mumbai,31.5,62,16.0,0.0,Rainy
2025-07-18,Singapore,18.4,38,0.5,12.96,Windy
2025-07-19,Riyadh,39.7,86,28.3,12.01,Stormy
2025-07-19,Jeddah,6.5,71,24.3,6.12,Partly Cloudy
2025-07-19,Dammam,7.0,41,22.8,0.0,Foggy
2025-07-19,Dubai,17.2,35,15.1,5.33,Rainy
2025-07-19,Doha,21.5,74,33.7,5.98,Rainy
2025-07-19,Cairo,38.4,92,0.6,0.0,Stormy
2025-07-19,London,14.9,72,31.0,6.39,Sunny
2025-07-19,New York,30.9,47,25.2,2.26,Stormy
2025-07-19,Tokyo,30.4,49,29.5,0.0,Windy
2025-07-19,Paris,12.7,56,37.8,0.0,Windy
2025-07-19,Sydney,28.0,35,15.0,0.0,Foggy
2025-07-19,Toronto,14.0,31,30.7,4.35,Sunny
2025-07-19,Berlin,39.3,47,32.3,0.0,Partly Cloudy
2025-07-19,Mumbai,41.8,59,11.4,6.03,Partly Cloudy
2025-07-19,Singapore,43.8,67,17.1,3.06,Sunny
2025-07-20,Riyadh,15.4,76,22.2,6.27,Windy
2025-07-20,Jeddah,37.7,66,11.5,0.15,Rainy
2025-07-20,Dammam,34.0,78,29.9,8.1,Windy
2025-07-20,Dubai,35.6,63,16.5,0.0,Rainy
2025-07-20,Doha,6.6,21,35.9,4.21,Cloudy
2025-07-20,Cairo,11.1,60,6.3,0.0,Foggy
2025-07-20,London,5.4,54,6.0,1.64,Cloudy
2025-07-20,New York,34.6,81,16.5,0.27,Sunny
2025-07-20,Tokyo,35.3,58,37.3,0.0,Foggy
2025-07-20,Paris,33.5,47,3.8,9.03,Windy
2025-07-20,Sydney,41.5,88,4.1,0.0,Rainy
2025-07-20,Toronto,8.0,22,3.3,1.02,Sunny
2025-07-20,Berlin,32.4,67,17.4,0.0,Foggy
2025-07-20,Mumbai,31.9,87,0.6,2.49,Foggy
2025-07-20,Singapore,32.0,51,5.2,8.78,Windy
2025-07-21,Riyadh,36.2,70,32.5,7.62,Stormy
2025-07-21,Jeddah,36.9,20,35.0,3.82,Cloudy
2025-07-21,Dammam,32.3,80,17.3,0.15,Foggy
2025-07-21,Dubai,34.0,62,34.6,0.0,Partly Cloudy
2025-07-21,Doha,33.4,35,2.8,8.02,Windy
2025-07-21,Cairo,8.1,68,21.8,5.72,Rainy
2025-07-21,London,20.1,95,16.6,0.0,Partly Cloudy
2025-07-21,New York,18.5,64,9.4,0.99,Sunny
2025-07-21,Tokyo,14.0,91,29.2,2.68,Windy
2025-07-21,Paris,31.1,64,17.2,4.15,Sunny
2025-07-21,Sydney,19.8,82,2.1,12.54,Foggy
2025-07-21,Toronto,8.2,21,12.0,7.24,Windy
2025-07-21,Berlin,31.6,41,15.5,6.32,Foggy
2025-07-21,Mumbai,44.2,35,7.2,2.14,Cloudy
2025-07-21,Singapore,36.7,95,9.0,5.22,Cloudy
2025-07-22,Riyadh,33.0,61,36.2,6.01,Partly Cloudy
2025-07-22,Jeddah,37.4,43,2.7,4.0,Foggy
2025-07-22,Dammam,33.3,53,31.1,0.0,Stormy
2025-07-22,Dubai,9.6,45,23.0,0.0,Stormy
2025-07-22,Doha,30.1,88,17.7,0.0,Foggy
2025-07-22,Cairo,43.0,35,35.5,8.73,Windy
2025-07-22,London,10.4,29,37.4,9.23,Cloudy
2025-07-22,New York,30.6,94,0.8,0.0,Stormy
2025-07-22,Tokyo,36.7,58,17.1,5.17,Stormy
2025-07-22,Paris,35.3,82,39.6,4.12,Partly Cloudy
2025-07-22,Sydney,38.1,76,20.9,5.02,Cloudy
2025-07-22,Toronto,45.0,87,23.5,0.0,Stormy
2025-07-22,Berlin,25.5,74,35.1,3.61,Sunny
2025-07-22,Mumbai,10.1,70,4.6,0.0,Stormy
2025-07-22,Singapore,24.6,61,5.8,3.29,Foggy
2025-07-23,Riyadh,12.5,95,19.6,9.12,Rainy
2025-07-23,Jeddah,7.7,39,36.5,0.0,Windy
2025-07-23,Dammam,27.1,93,38.9,0.0,Windy
2025-07-23,Dubai,7.6,65,37.3,3.98,Partly Cloudy
2025-07-23,Doha,42.7,82,29.4,13.6,Stormy
2025-07-23,Cairo,39.7,80,21.9,6.47,Cloudy
2025-07-23,London,5.5,57,1.8,0.0,Partly Cloudy
2025-07-23,New York,9.3,75,33.8,0.0,Foggy
2025-07-23,Tokyo,37.1,66,18.6,6.31,Foggy
2025-07-23,Paris,28.6,29,9.2,2.45,Sunny
2025-07-23,Sydney,37.2,76,15.9,1.29,Sunny
2025-07-23,Toronto,9.8,34,5.1,4.99,Windy
2025-07-23,Berlin,25.2,46,12.9,0.0,Sunny
2025-07-23,Mumbai,27.7,87,29.2,3.61,Stormy
2025-07-23,Singapore,11.2,61,27.2,4.94,Windy
2025-07-24,Riyadh,22.5,91,4.5,0.0,Stormy
2025-07-24,Jeddah,14.5,39,23.2,0.74,Cloudy
2025-07-24,Dammam,44.4,44,29.4,3.59,Stormy
2025-07-24,Dubai,17.2,83,30.6,6.51,Rainy
2025-07-24,Doha,12.4,27,20.1,0.12,Partly Cloudy
2025-07-24,Cairo,32.6,39,32.4,2.24,Sunny
2025-07-24,London,22.3,87,10.9,8.07,Rainy
2025-07-24,New York,30.0,88,22.4,7.75,Sunny
2025-07-24,Tokyo,35.6,94,6.6,0.0,Windy
2025-07-24,Paris,36.0,88,0.1,0.0,Foggy
2025-07-24,Sydney,36.9,71,11.0,6.56,Stormy
2025-07-24,Toronto,28.1,31,35.4,7.51,Stormy
2025-07-24,Berlin,29.2,52,38.5,5.61,Stormy
2025-07-24,Mumbai,6.2,44,14.4,6.43,Partly Cloudy
2025-07-24,Singapore,40.2,91,11.6,5.09,Cloudy
2025-07-25,Riyadh,11.5,72,33.0,0.0,Cloudy
2025-07-25,Jeddah,39.1,70,24.4,0.0,Sunny
2025-07-25,Dammam,32.2,92,8.5,1.77,Windy
2025-07-25,Dubai,26.9,67,20.5,2.15,Stormy
2025-07-25,Doha,35.4,57,29.7,7.47,Partly Cloudy
2025-07-25,Cairo,17.0,79,14.7,5.46,Partly Cloudy
2025-07-25,London,22.7,75,11.0,7.51,Windy
2025-07-25,New York,34.1,51,36.5,9.58,Foggy
2025-07-25,Tokyo,26.4,43,16.8,8.62,Rainy
2025-07-25,Paris,39.0,51,32.2,0.0,Sunny
2025-07-25,Sydney,18.9,90,2.7,0.0,Foggy
2025-07-25,Toronto,14.7,72,34.3,1.18,Foggy
2025-07-25,Berlin,16.3,43,34.2,1.56,Partly Cloudy
2025-07-25,Mumbai,33.0,53,38.3,5.06,Cloudy
2025-07-25,Singapore,23.5,74,37.5,0.25,Partly Cloudy
2025-07-26,Riyadh,23.1,47,10.9,0.53,Stormy
2025-07-26,Jeddah,33.3,43,3.8,0.0,Sunny
2025-07-26,Dammam,33.0,87,5.9,1.57,Stormy
2025-07-26,Dubai,35.5,49,23.0,1.8,Cloudy
2025-07-26,Doha,12.7,20,16.1,5.5,Foggy
2025-07-26,Cairo,29.2,20,35.2,0.0,Sunny
2025-07-26,London,6.4,27,8.9,2.45,Stormy
2025-07-26,New York,29.6,78,5.9,10.3,Rainy
2025-07-26,Tokyo,44.4,57,11.0,0.21,Foggy
2025-07-26,Paris,18.0,86,15.9,11.39,Stormy
